name,sex,transcript
Effi,female,"('E', 'f', 'f', 'i', 'i', 'E', 'f', 'f')"
Efrata,female,"('E', 'f', 'R2', 'A', 't', 'A')"
Egberta,female,"('E', 'g', 'b', 'E', 'R2', 't', 'A')"
Egres,female,"('E', 'g', 'R2', 'E', 'S')"
Eija,female,"('E', 'i', 'j', 'A')"
Eisa,female,"('E', 'i', 'S', 'A')"
Ekaterina,female,"('E', 'k', 'A', 't', 'E', 'R2', 'i', 'n', 'A')"
Ékes,female,"('e:', 'k', 'E', 'S')"
Elanor,female,"('E', 'l', 'A', 'n', 'o', 'R2')"
Eleanor,female,"('E', 'l', 'E', 'A', 'n', 'o', 'R2')"
Elefteria,female,"('E', 'l', 'E', 'f', 't', 'E', 'R2', 'i', 'A')"
Elektra,female,"('E', 'l', 'E', 'k', 't', 'R2', 'ra', 'E', 'l', 'E', 'k', 't')"
Elen,female,"('E', 'l', 'E', 'n')"
Elena,female,"('E', 'l', 'E', 'n', 'A')"
Eleni,female,"('E', 'l', 'E', 'n', 'i', 'i', 'E', 'l', 'E', 'n')"
Elenor,female,"('E', 'l', 'E', 'n', 'o', 'R2')"
Eleonor,female,"('E', 'l', 'E', 'o', 'n', 'o', 'R2')"
Eleonóra,female,"('E', 'l', 'E', 'o', 'n', 'o:', 'R2', 'ra', 'E', 'l', 'E', 'o', 'n', 'o:')"
Életke,female,"('e:', 'l', 'E', 't', 'k', 'E')"
Elfrida,female,"('E', 'l', 'f', 'R2', 'i', 'd', 'A')"
Elga,female,"('E', 'l', 'g', 'A')"
Eliána,female,"('E', 'l', 'i', 'a:', 'n', 'A')"
Elida,female,"('E', 'l', 'i', 'd', 'A')"
Elif,female,"('E', 'l', 'i', 'f')"
Elin,female,"('E', 'l', 'i', 'n')"
Elina,female,"('E', 'l', 'i', 'n', 'A')"
Elinor,female,"('E', 'l', 'i', 'n', 'o', 'R2')"
Eliora,female,"('E', 'l', 'i', 'o', 'R2', 'ra', 'E', 'l', 'i', 'o')"
Eliska,female,"('E', 'l', 'i', 'S', 'k', 'A')"
Elisza,female,"('E', 'l', 'i', 's', 'S', 'A')"
Elita,female,"('E', 'l', 'i', 't', 'A')"
Eliz,female,"('E', 'l', 'i', 'z')"
Elíz,female,"('E', 'l', 'i:', 'z')"
Eliza,female,"('E', 'l', 'i', 'z', 'A')"
Elizabell,female,"('E', 'l', 'i', 'z', 'A', 'b', 'E', 'l', 'l')"
Elizabella,female,"('E', 'l', 'i', 'z', 'A', 'b', 'E', 'l', 'l', 'A')"
Elizabet,female,"('E', 'l', 'i', 'z', 'A', 'b', 'E', 't')"
Elizia,female,"('E', 'l', 'i', 'z', 'i', 'A')"
Elízia,female,"('E', 'l', 'i:', 'z', 'i', 'A')"
Elizin,female,"('E', 'l', 'i', 'z', 'i', 'n')"
Elka,female,"('E', 'l', 'k', 'A')"
Elke,female,"('E', 'l', 'k', 'E')"
Ella,female,"('E', 'l', 'l', 'A')"
Elli,female,"('E', 'l', 'l', 'i', 'i', 'E', 'l', 'l')"
Ellina,female,"('E', 'l', 'l', 'i', 'n', 'A')"
Elma,female,"('E', 'l', 'm', 'A')"
Elmira,female,"('E', 'l', 'm', 'i', 'R2', 'ra', 'E', 'l', 'm', 'i', 'i')"
Eloiz,female,"('E', 'l', 'o', 'i', 'z')"
Elora,female,"('E', 'l', 'o', 'R2', 'ra', 'E', 'l', 'o')"
Elvira,female,"('E', 'l', 'v', 'i', 'R2', 'ra', 'E', 'l', 'v', 'i', 'i')"
Elza,female,"('E', 'l', 'z', 'A')"
Emanuéla,female,"('E', 'm', 'A', 'n', 'u', 'e:', 'l', 'A')"
Emerencia,female,"('E', 'm', 'E', 'R2', 'E', 'n', 'ts', 'i', 'A')"
Emerika,female,"('E', 'm', 'E', 'R2', 'i', 'k', 'A')"
Emerina,female,"('E', 'm', 'E', 'R2', 'i', 'n', 'A')"
Emerita,female,"('E', 'm', 'E', 'R2', 'i', 't', 'A')"
Emerka,female,"('E', 'm', 'E', 'R2', 'k', 'A')"
Emese,female,"('E', 'm', 'E', 'S', 'E')"
Émi,female,"('e:', 'm', 'i', 'i', 'e:', 'm')"
Emili,female,"('E', 'm', 'i', 'l', 'i', 'i', 'E', 'm', 'i', 'l')"
Emilia,female,"('E', 'm', 'i', 'l', 'i', 'A')"
Emília,female,"('E', 'm', 'i:', 'l', 'i', 'A')"
Emiliána,female,"('E', 'm', 'i', 'l', 'i', 'a:', 'n', 'A')"
Emilin,female,"('E', 'm', 'i', 'l', 'i', 'n')"
Emina,female,"('E', 'm', 'i', 'n', 'A')"
Emine,female,"('E', 'm', 'i', 'n', 'E')"
Emíra,female,"('E', 'm', 'i:', 'R2', 'ra', 'E', 'm', 'i:')"
Emma,female,"('E', 'm', 'm', 'A')"
Emmaléna,female,"('E', 'm', 'm', 'A', 'l', 'e:', 'n', 'A')"
Emmaróza,female,"('E', 'm', 'm', 'A', 'R2', 'o:', 'z', 'A')"
Emmi,female,"('E', 'm', 'm', 'i', 'i', 'E', 'm', 'm')"
Emő,female,"('E', 'm', 'Y')"
Emőke,female,"('E', 'm', 'Y', 'k', 'E')"
Enciána,female,"('E', 'n', 'ts', 'i', 'a:', 'n', 'A')"
Ené,female,"('E', 'n', 'e:')"
Enéh,female,"('E', 'n', 'e:', 'h')"
Enese,female,"('E', 'n', 'E', 'S', 'E')"
Enet,female,"('E', 'n', 'E', 't')"
Enid,female,"('E', 'n', 'i', 'd')"
Enikő,female,"('E', 'n', 'i', 'k', 'Y')"
Enja,female,"('E', 'n', 'n^n^', 'A')"
Enna,female,"('E', 'n', 'n', 'A')"
Enola,female,"('E', 'n', 'o', 'l', 'A')"
Énor,female,"('e:', 'n', 'o', 'R2')"
Éovin,female,"('e:', 'o', 'v', 'i', 'n')"
Eper,female,"('E', 'p', 'E', 'R2')"
Eperke,female,"('E', 'p', 'E', 'R2', 'k', 'E')"
Epifánia,female,"('E', 'p', 'i', 'f', 'a:', 'n', 'i', 'A')"
Eponin,female,"('E', 'p', 'o', 'n', 'i', 'n')"
Era,female,"('E', 'R2', 'ra', 'E')"
Erátó,female,"('E', 'R2', 'a:', 't', 'o:')"
Erika,female,"('E', 'R2', 'i', 'k', 'A')"
Erina,female,"('E', 'R2', 'i', 'n', 'A')"
Erka,female,"('E', 'R2', 'k', 'A')"
Ermelinda,female,"('E', 'R2', 'R2_m', 'E', 'l', 'i', 'n', 'd', 'A')"
Erna,female,"('E', 'R2', 'n', 'A')"
Ernella,female,"('E', 'R2', 'n', 'E', 'l', 'l', 'A')"
Erneszta,female,"('E', 'R2', 'n', 'E', 's', 'S', 't', 'A')"
Ernesztin,female,"('E', 'R2', 'n', 'E', 's', 'S', 't', 'i', 'n')"
Ernesztina,female,"('E', 'R2', 'n', 'E', 's', 'S', 't', 'i', 'n', 'A')"
Ervina,female,"('E', 'R2', 'v', 'i', 'n', 'A')"
Ervínia,female,"('E', 'R2', 'v', 'i:', 'n', 'i', 'A')"
Erzsébet,female,"('E', 'R2', 'z', 'Z', 'e:', 'b', 'E', 't')"
Erzsi,female,"('E', 'R2', 'z', 'Z', 'i', 'i', 'E', 'R2', 'z', 'Z')"
Esma,female,"('E', 'S', 'm', 'A')"
Estella,female,"('E', 'S', 't', 'E', 'l', 'l', 'A')"
Estike,female,"('E', 'S', 't', 'i', 'k', 'E')"
Estilla,female,"('E', 'S', 't', 'i', 'l', 'l', 'A')"
Eszmeralda,female,"('E', 's', 'S', 'm', 'E', 'R2', 'A', 'l', 'd', 'A')"
Eszna,female,"('E', 's', 'S', 'n', 'A')"
Esztella,female,"('E', 's', 'S', 't', 'E', 'l', 'l', 'A')"
Eszténa,female,"('E', 's', 'S', 't', 'e:', 'n', 'A')"
Eszter,female,"('E', 's', 'S', 't', 'E', 'R2')"
Eta,female,"('E', 't', 'A')"
Etel,female,"('E', 't', 'E', 'l')"
Etelka,female,"('E', 't', 'E', 'l', 'k', 'A')"
Etka,female,"('E', 't', 'k', 'A')"
Etta,female,"('E', 't:', 't', 'A')"
Etus,female,"('E', 't', 'u', 'S')"
Eudókia,female,"('E', 'u', 'd', 'o:', 'k', 'i', 'A')"
Eudoxia,female,"('E', 'u', 'd', 'o', 'ks', 'i', 'A')"
Eufémia,female,"('E', 'u', 'f', 'e:', 'm', 'i', 'A')"
Eufrozina,female,"('E', 'u', 'f', 'R2', 'o', 'z', 'i', 'n', 'A')"
Eugénia,female,"('E', 'u', 'g', 'e:', 'n', 'i', 'A')"
Eulália,female,"('E', 'u', 'l', 'a:', 'l', 'i', 'A')"
Eunika,female,"('E', 'u', 'n', 'i', 'k', 'A')"
Euniké,female,"('E', 'u', 'n', 'i', 'k', 'e:')"
Euridiké,female,"('E', 'u', 'R2', 'i', 'd', 'i', 'k', 'e:')"
Európa,female,"('E', 'u', 'R2', 'o:', 'p', 'A')"
Eutímia,female,"('E', 'u', 't', 'i:', 'm', 'i', 'A')"
Euzébia,female,"('E', 'u', 'z', 'e:', 'b', 'i', 'A')"
Éva,female,"('e:', 'v', 'A')"
Evangelika,female,"('E', 'v', 'A', 'n', '(g', 'g', 'E', 'l', 'i', 'k', 'A')"
Evangelina,female,"('E', 'v', 'A', 'n', '(g', 'g', 'E', 'l', 'i', 'n', 'A')"
Evelin,female,"('E', 'v', 'E', 'l', 'i', 'n')"
Evelina,female,"('E', 'v', 'E', 'l', 'i', 'n', 'A')"
Evetke,female,"('E', 'v', 'E', 't', 'k', 'E')"
Évi,female,"('e:', 'v', 'i', 'i', 'e:', 'v')"
Evica,female,"('E', 'v', 'i', 'ts', 'A')"
Evila,female,"('E', 'v', 'i', 'l', 'A')"
Evina,female,"('E', 'v', 'i', 'n', 'A')"
Evita,female,"('E', 'v', 'i', 't', 'A')"
Evódia,female,"('E', 'v', 'o:', 'd', 'i', 'A')"
Evolet,female,"('E', 'v', 'o', 'l', 'E', 't')"
Evolett,female,"('E', 'v', 'o', 'l', 'E', 't:', 't')"
Evra,female,"('E', 'v', 'R2', 'ra', 'E', 'v')"
Fabiána,female,"('f', 'A', 'b', 'i', 'a:', 'n', 'A')"
Fabióla,female,"('f', 'A', 'b', 'i', 'o:', 'l', 'A')"
Fabrícia,female,"('f', 'A', 'b', 'R2', 'i:', 'ts', 'i', 'A')"
Fadett,female,"('f', 'A', 'd', 'E', 't:', 't')"
Fahéj,female,"('f', 'A', 'h', 'e:', 'j')"
Fáni,female,"('f', 'a:', 'n', 'i', 'i', 'f', 'a:', 'n')"
Fanna,female,"('f', 'A', 'n', 'n', 'A')"
Fanni,female,"('f', 'A', 'n', 'n', 'i', 'i', 'f', 'A', 'n', 'n')"
Fantina,female,"('f', 'A', 'n', 't', 'i', 'n', 'A')"
Fárá,female,"('f', 'a:', 'R2', 'a:')"
Farida,female,"('f', 'A', 'R2', 'i', 'd', 'A')"
Fáta,female,"('f', 'a:', 't', 'A')"
Fatima,female,"('f', 'A', 't', 'i', 'm', 'A')"
Fatime,female,"('f', 'A', 't', 'i', 'm', 'E')"
Fausztina,female,"('f', 'A', 'u', 's', 'S', 't', 'i', 'n', 'A')"
Fébé,female,"('f', 'e:', 'b', 'e:')"
Febrónia,female,"('f', 'E', 'b', 'R2', 'o:', 'n', 'i', 'A')"
Federika,female,"('f', 'E', 'd', 'E', 'R2', 'i', 'k', 'A')"
Fedóra,female,"('f', 'E', 'd', 'o:', 'R2', 'ra', 'f', 'E', 'd', 'o:')"
Fédra,female,"('f', 'e:', 'd', 'R2', 'ra', 'f', 'e:', 'd')"
Fehér,female,"('f', 'E', 'h', 'e:', 'R2')"
Fehéra,female,"('f', 'E', 'h', 'e:', 'R2', 'ra', 'f', 'E', 'h', 'e:')"
Fehére,female,"('f', 'E', 'h', 'e:', 'ére')"
Fehérke,female,"('f', 'E', 'h', 'e:', 'R2', 'k', 'E')"
Felda,female,"('f', 'E', 'l', 'd', 'A')"
Felícia,female,"('f', 'E', 'l', 'i:', 'ts', 'i', 'A')"
Feliciána,female,"('f', 'E', 'l', 'i', 'ts', 'i', 'a:', 'n', 'A')"
Felicita,female,"('f', 'E', 'l', 'i', 'ts', 'i', 't', 'A')"
Felicitás,female,"('f', 'E', 'l', 'i', 'ts', 'i', 't', 'a:', 'S')"
Felicitász,female,"('f', 'E', 'l', 'i', 'ts', 'i', 't', 'a:', 's', 'S')"
Femke,female,"('f', 'E', 'm', 'k', 'E')"
Fenenna,female,"('f', 'E', 'n', 'E', 'n', 'n', 'A')"
Feodóra,female,"('f', 'E', 'o', 'd', 'o:', 'R2', 'ra', 'f', 'E', 'o', 'd', 'o:')"
Ferdinanda,female,"('f', 'E', 'R2', 'd', 'i', 'n', 'A', 'n', 'd', 'A')"
Fernanda,female,"('f', 'E', 'R2', 'n', 'A', 'n', 'd', 'A')"
Fiametta,female,"('f', 'i', 'A', 'm', 'E', 't:', 't', 'A')"
Fiamma,female,"('f', 'i', 'A', 'm', 'm', 'A')"
Fidélia,female,"('f', 'i', 'd', 'e:', 'l', 'i', 'A')"
Filadelfia,female,"('f', 'i', 'l', 'A', 'd', 'E', 'l', 'f', 'i', 'A')"
Filippa,female,"('f', 'i', 'l', 'i', 'p', 'p:', 'A')"
Fillisz,female,"('f', 'i', 'l', 'l', 'i', 's', 'S')"
Filoméla,female,"('f', 'i', 'l', 'o', 'm', 'e:', 'l', 'A')"
Filoména,female,"('f', 'i', 'l', 'o', 'm', 'e:', 'n', 'A')"
Filotea,female,"('f', 'i', 'l', 'o', 't', 'E', 'A')"
Fióna,female,"('f', 'i', 'o:', 'n', 'A')"
Fiorella,female,"('f', 'i', 'o', 'R2', 'E', 'l', 'l', 'A')"
Fioretta,female,"('f', 'i', 'o', 'R2', 'E', 't:', 't', 'A')"
Firtos,female,"('f', 'i', 'R2', 't', 'o', 'S')"
Flamina,female,"('f', 'l', 'A', 'm', 'i', 'n', 'A')"
Flanna,female,"('f', 'l', 'A', 'n', 'n', 'A')"
Flávia,female,"('f', 'l', 'a:', 'v', 'i', 'A')"
Flóra,female,"('f', 'l', 'o:', 'R2', 'ra', 'f', 'l', 'o:')"
Floransz,female,"('f', 'l', 'o', 'R2', 'A', 'n', 's', 'S')"
Florencia,female,"('f', 'l', 'o', 'R2', 'E', 'n', 'ts', 'i', 'A')"
Florentina,female,"('f', 'l', 'o', 'R2', 'E', 'n', 't', 'i', 'n', 'A')"
Florianna,female,"('f', 'l', 'o', 'R2', 'i', 'A', 'n', 'n', 'A')"
Florica,female,"('f', 'l', 'o', 'R2', 'i', 'ts', 'A')"
Florina,female,"('f', 'l', 'o', 'R2', 'i', 'n', 'A')"
Florinda,female,"('f', 'l', 'o', 'R2', 'i', 'n', 'd', 'A')"
Fortuna,female,"('f', 'o', 'R2', 't', 'u', 'n', 'A')"
Fortunáta,female,"('f', 'o', 'R2', 't', 'u', 'n', 'a:', 't', 'A')"
Főbe,female,"('f', 'Y', 'b', 'E')"
Franciska,female,"('f', 'R2', 'A', 'n', 'ts', 'i', 'S', 'k', 'A')"
Frangipáni,female,"('f', 'R2', 'A', 'n', '(g', 'g', 'i', 'p', 'a:', 'n', 'i', 'i', 'f', 'R2', 'A', 'n', '(g', 'g', 'i', 'p', 'a:', 'n')"
Franka,female,"('f', 'R2', 'A', 'n', '(k', 'k', 'A')"
Franni,female,"('f', 'R2', 'A', 'n', 'n', 'i', 'i', 'f', 'R2', 'A', 'n', 'n')"
Freja,female,"('f', 'R2', 'E', 'j', 'A')"
Frézia,female,"('f', 'R2', 'e:', 'z', 'i', 'A')"
Frida,female,"('f', 'R2', 'i', 'd', 'A')"
Friderika,female,"('f', 'R2', 'i', 'd', 'E', 'R2', 'i', 'k', 'A')"
Fruzsina,female,"('f', 'R2', 'u', 'z', 'Z', 'i', 'n', 'A')"
Fulvia,female,"('f', 'u', 'l', 'v', 'i', 'A')"
Fürtike,female,"('f', 'y', 'R2', 't', 'i', 'k', 'E')"
Füzér,female,"('f', 'y', 'z', 'e:', 'R2')"
Füzike,female,"('f', 'y', 'z', 'i', 'k', 'E')"
Gabriella,female,"('g', 'A', 'b', 'R2', 'i', 'E', 'l', 'l', 'A')"
Gaia,female,"('g', 'A', 'i', 'A')"
Gajána,female,"('g', 'A', 'j', 'a:', 'n', 'A')"
Gala,female,"('g', 'A', 'l', 'A')"
Galamb,female,"('g', 'A', 'l', 'A', 'm', 'b')"
Galatea,female,"('g', 'A', 'l', 'A', 't', 'E', 'A')"
Gália,female,"('g', 'a:', 'l', 'i', 'A')"
Galina,female,"('g', 'A', 'l', 'i', 'n', 'A')"
Ganka,female,"('g', 'A', 'n', '(k', 'k', 'A')"
Gardénia,female,"('g', 'A', 'R2', 'd', 'e:', 'n', 'i', 'A')"
Gauri,female,"('g', 'A', 'u', 'R2', 'i', 'i', 'g', 'A', 'u', 'R2')"
Géda,female,"('g', 'e:', 'd', 'A')"
Géla,female,"('g', 'e:', 'l', 'A')"
Gemella,female,"('g', 'E', 'm', 'E', 'l', 'l', 'A')"
Gemma,female,"('g', 'E', 'm', 'm', 'A')"
Génia,female,"('g', 'e:', 'n', 'i', 'A')"
Genovéva,female,"('g', 'E', 'n', 'o', 'v', 'e:', 'v', 'A')"
Georgina,female,"('g', 'E', 'o', 'R2', 'g', 'i', 'n', 'A')"
Gerbera,female,"('g', 'E', 'R2', 'b', 'E', 'R2', 'ra', 'g', 'E', 'R2', 'b', 'E')"
Gerda,female,"('g', 'E', 'R2', 'd', 'A')"
Gerle,female,"('g', 'E', 'R2', 'l', 'E')"
Gerti,female,"('g', 'E', 'R2', 't', 'i', 'i', 'g', 'E', 'R2', 't')"
Gertrúd,female,"('g', 'E', 'R2', 't', 'R2', 'u:', 'd')"
Gertrúdisz,female,"('g', 'E', 'R2', 't', 'R2', 'u:', 'd', 'i', 's', 'S')"
Gesztenye,female,"('g', 'E', 's', 'S', 't', 'E', 'n', 'n^', 'E')"
Gilberta,female,"('g', 'i', 'l', 'b', 'E', 'R2', 't', 'A')"
Gilda,female,"('g', 'i', 'l', 'd', 'A')"
Gina,female,"('g', 'i', 'n', 'A')"
Giszmunda,female,"('g', 'i', 's', 'S', 'm', 'u', 'n', 'd', 'A')"
Gitka,female,"('g', 'i', 't', 'k', 'A')"
Gitta,female,"('g', 'i', 't:', 't', 'A')"
Giza,female,"('g', 'i', 'z', 'A')"
Gizella,female,"('g', 'i', 'z', 'E', 'l', 'l', 'A')"
Gizi,female,"('g', 'i', 'z', 'i', 'i', 'g', 'i', 'z')"
Glenda,female,"('g', 'l', 'E', 'n', 'd', 'A')"
Glenna,female,"('g', 'l', 'E', 'n', 'n', 'A')"
Glória,female,"('g', 'l', 'o:', 'R2', 'i', 'A')"
Godiva,female,"('g', 'o', 'd', 'i', 'v', 'A')"
Golda,female,"('g', 'o', 'l', 'd', 'A')"
Golde,female,"('g', 'o', 'l', 'd', 'E')"
Goldi,female,"('g', 'o', 'l', 'd', 'i', 'i', 'g', 'o', 'l', 'd')"
Goldina,female,"('g', 'o', 'l', 'd', 'i', 'n', 'A')"
Gordána,female,"('g', 'o', 'R2', 'd', 'a:', 'n', 'A')"
Gordiána,female,"('g', 'o', 'R2', 'd', 'i', 'a:', 'n', 'A')"
Grácia,female,"('g', 'R2', 'a:', 'ts', 'i', 'A')"
Graciána,female,"('g', 'R2', 'A', 'ts', 'i', 'a:', 'n', 'A')"
Graciella,female,"('g', 'R2', 'A', 'ts', 'i', 'E', 'l', 'l', 'A')"
Grész,female,"('g', 'R2', 'e:', 's', 'S')"
Gréta,female,"('g', 'R2', 'e:', 't', 'A')"
Gréte,female,"('g', 'R2', 'e:', 't', 'E')"
Gréti,female,"('g', 'R2', 'e:', 't', 'i', 'i', 'g', 'R2', 'e:', 't')"
Grizelda,female,"('g', 'R2', 'i', 'z', 'E', 'l', 'd', 'A')"
Grizeldisz,female,"('g', 'R2', 'i', 'z', 'E', 'l', 'd', 'i', 's', 'S')"
Gunda,female,"('g', 'u', 'n', 'd', 'A')"
Gvenda,female,"('g', 'v', 'E', 'n', 'd', 'A')"
Gvendolin,female,"('g', 'v', 'E', 'n', 'd', 'o', 'l', 'i', 'n')"
Gyémánt,female,"('J', 'g', 'e:', 'm', 'a:', 'n', 't')"
Gyopár,female,"('J', 'g', 'o', 'p', 'a:', 'R2')"
Gyopárka,female,"('J', 'g', 'o', 'p', 'a:', 'R2', 'k', 'A')"
Gyömbér,female,"('J', 'g', 'Y', 'm', 'b', 'e:', 'R2')"
Gyöngy,female,"('J', 'g', 'Y', 'n', '(g', 'J', 'g')"
Gyöngyi,female,"('J', 'g', 'Y', 'n', '(g', 'J', 'g', 'i', 'i', 'J', 'g', 'Y', 'n', '(g', 'J', 'g')"
Gyöngyike,female,"('J', 'g', 'Y', 'n', '(g', 'J', 'g', 'i', 'k', 'E')"
Gyöngyös,female,"('J', 'g', 'Y', 'n', '(g', 'J', 'g', 'Y', 'S')"
Gyöngyvér,female,"('J', 'g', 'Y', 'n', '(g', 'J', 'g', 'v', 'e:', 'R2')"
Gyöngyvirág,female,"('J', 'g', 'Y', 'n', '(g', 'J', 'g', 'v', 'i', 'R2', 'a:', 'g')"
Györgyi,female,"('J', 'g', 'Y', 'R2', 'J', 'g', 'i', 'i', 'J', 'g', 'Y', 'R2', 'J', 'g')"
Györgyike,female,"('J', 'g', 'Y', 'R2', 'J', 'g', 'i', 'k', 'E')"
Habiba,female,"('h', 'A', 'b', 'i', 'b', 'A')"
Hadassa,female,"('h', 'A', 'd', 'A', 'S', 'S', 'A')"
Hágár,female,"('h', 'a:', 'g', 'a:', 'R2')"
Haggit,female,"('h', 'A', 'g', 'g:', 'i', 't')"
Hajna,female,"('h', 'A', 'j', 'n', 'A')"
Hajnácska,female,"('h', 'A', 'j', 'n', 'a:', 'tS', 'ts', 'k', 'A')"
Hajnal,female,"('h', 'A', 'j', 'n', 'A', 'l')"
Hajnalka,female,"('h', 'A', 'j', 'n', 'A', 'l', 'k', 'A')"
Hajni,female,"('h', 'A', 'j', 'n', 'i', 'i', 'h', 'A', 'j', 'n')"
Halina,female,"('h', 'A', 'l', 'i', 'n', 'A')"
Hana,female,"('h', 'A', 'n', 'A')"
Hanga,female,"('h', 'A', 'n', '(g', 'g', 'A')"
Hani,female,"('h', 'A', 'n', 'i', 'i', 'h', 'A', 'n')"
Hanife,female,"('h', 'A', 'n', 'i', 'f', 'E')"
Hanka,female,"('h', 'A', 'n', '(k', 'k', 'A')"
Hanna,female,"('h', 'A', 'n', 'n', 'A')"
Hannabella,female,"('h', 'A', 'n', 'n', 'A', 'b', 'E', 'l', 'l', 'A')"
Hannadóra,female,"('h', 'A', 'n', 'n', 'A', 'd', 'o:', 'R2', 'ra', 'h', 'A', 'n', 'n', 'A', 'd', 'o:')"
Hannaléna,female,"('h', 'A', 'n', 'n', 'A', 'l', 'e:', 'n', 'A')"
Hannalina,female,"('h', 'A', 'n', 'n', 'A', 'l', 'i', 'n', 'A')"
Hannaliza,female,"('h', 'A', 'n', 'n', 'A', 'l', 'i', 'z', 'A')"
Hannaróza,female,"('h', 'A', 'n', 'n', 'A', 'R2', 'o:', 'z', 'A')"
Hanne,female,"('h', 'A', 'n', 'n', 'E')"
Hanni,female,"('h', 'A', 'n', 'n', 'i', 'i', 'h', 'A', 'n', 'n')"
Hargita,female,"('h', 'A', 'R2', 'g', 'i', 't', 'A')"
Hargitta,female,"('h', 'A', 'R2', 'g', 'i', 't:', 't', 'A')"
Harmat,female,"('h', 'A', 'R2', 'R2_m', 'A', 't')"
Harmatka,female,"('h', 'A', 'R2', 'R2_m', 'A', 't', 'k', 'A')"
Harriet,female,"('h', 'A', '(r', 'R2', 'R2', 'r', 'i', 'E', 't')"
Hatidzse,female,"('h', 'A', 't', 'i', 'dZ', 'dz:', 'dz:', 'd', 'E')"
Havadi,female,"('h', 'A', 'v', 'A', 'd', 'i', 'i', 'h', 'A', 'v', 'A', 'd')"
Havaska,female,"('h', 'A', 'v', 'A', 'S', 'k', 'A')"
Heba,female,"('h', 'E', 'b', 'A')"
Hébé,female,"('h', 'e:', 'b', 'e:')"
Héda,female,"('h', 'e:', 'd', 'A')"
Hedda,female,"('h', 'E', 'd', 'd:', 'A')"
Hédi,female,"('h', 'e:', 'd', 'i', 'i', 'h', 'e:', 'd')"
Hedvig,female,"('h', 'E', 'd', 'v', 'i', 'ig', 'h', 'E', 'd', 'v')"
Heidi,female,"('h', 'E', 'i', 'd', 'i', 'i', 'h', 'E', 'i', 'd')"
Heike,female,"('h', 'E', 'i', 'k', 'E')"
Héla,female,"('h', 'e:', 'l', 'A')"
Helen,female,"('h', 'E', 'l', 'E', 'n')"
Helén,female,"('h', 'E', 'l', 'e:', 'n')"
Helena,female,"('h', 'E', 'l', 'E', 'n', 'A')"
Heléna,female,"('h', 'E', 'l', 'e:', 'n', 'A')"
Helga,female,"('h', 'E', 'l', 'g', 'A')"
Héli,female,"('h', 'e:', 'l', 'i', 'i', 'h', 'e:', 'l')"
Hélia,female,"('h', 'e:', 'l', 'i', 'A')"
Helka,female,"('h', 'E', 'l', 'k', 'A')"
Hella,female,"('h', 'E', 'l', 'l', 'A')"
Helza,female,"('h', 'E', 'l', 'z', 'A')"
Heni,female,"('h', 'E', 'n', 'i', 'i', 'h', 'E', 'n')"
Henna,female,"('h', 'E', 'n', 'n', 'A')"
Henni,female,"('h', 'E', 'n', 'n', 'i', 'i', 'h', 'E', 'n', 'n')"
Henriett,female,"('h', 'E', 'n', 'R2', 'i', 'E', 't:', 't')"
Henrietta,female,"('h', 'E', 'n', 'R2', 'i', 'E', 't:', 't', 'A')"
Héra,female,"('h', 'e:', 'R2', 'ra', 'h', 'e:')"
Hermia,female,"('h', 'E', 'R2', 'R2_m', 'i', 'A')"
Hermina,female,"('h', 'E', 'R2', 'R2_m', 'i', 'n', 'A')"
Herta,female,"('h', 'E', 'R2', 't', 'A')"
Heszna,female,"('h', 'E', 's', 'S', 'n', 'A')"
Hessza,female,"('h', 'E', 'ss2', '(L01', 'S', 'A')"
Hetti,female,"('h', 'E', 't:', 't', 'i', 'i', 'h', 'E', 't:', 't')"
Hiacinta,female,"('h', 'i', 'A', 'ts', 'i', 'n', 't', 'A')"
Hieronima,female,"('h', 'i', 'E', 'R2', 'o', 'n', 'i', 'm', 'A')"
Hilária,female,"('h', 'i', 'l', 'a:', 'R2', 'i', 'A')"
Hilda,female,"('h', 'i', 'l', 'd', 'A')"
Hildegárd,female,"('h', 'i', 'l', 'd', 'E', 'g', 'a:', 'R2', 'd')"
Hildelita,female,"('h', 'i', 'l', 'd', 'E', 'l', 'i', 't', 'A')"
Hilka,female,"('h', 'i', 'l', 'k', 'A')"
Hina,female,"('h', 'i', 'n', 'A')"
Hippia,female,"('h', 'i', 'p', 'p:', 'i', 'A')"
Hippolita,female,"('h', 'i', 'p', 'p:', 'o', 'l', 'i', 't', 'A')"
Hófehérke,female,"('h', 'o:', 'f', 'E', 'h', 'e:', 'R2', 'k', 'E')"
Holda,female,"('h', 'o', 'l', 'd', 'A')"
Holli,female,"('h', 'o', 'l', 'l', 'i', 'i', 'h', 'o', 'l', 'l')"
Honóra,female,"('h', 'o', 'n', 'o:', 'R2', 'ra', 'h', 'o', 'n', 'o:')"
Honoráta,female,"('h', 'o', 'n', 'o', 'R2', 'a:', 't', 'A')"
Honória,female,"('h', 'o', 'n', 'o:', 'R2', 'i', 'A')"
Honorina,female,"('h', 'o', 'n', 'o', 'R2', 'i', 'n', 'A')"
Honorka,female,"('h', 'o', 'n', 'o', 'R2', 'k', 'A')"
Horácia,female,"('h', 'o', 'R2', 'a:', 'ts', 'i', 'A')"
Hortenzia,female,"('h', 'o', 'R2', 't', 'E', 'n', 'z', 'i', 'A')"
Hóvirág,female,"('h', 'o:', 'v', 'i', 'R2', 'a:', 'g')"
